College,Prefix,Number,Title,ND,EI,IC,FQ,SI,AD,DD,ER,WF,WD,WI,EX,CE,Description,Rating
COE,GE,1111,Engineering Problem Solving and Computation,0,0,0,1,0,0,0,0,0,0,0,0,0,"Uses a structured approach to solve engineering problems. Draws applications from a variety of engineering disciplines, which serve as a tool for introducing students to engineering analysis and design. Introduces a math application package for matrix applications and various real-life engineering problems. Includes the design of problem-solving algorithms using a high-level programming language. Topics include the use of programmable microcontrollers, as well as various electronic components.",3
COE,GE,1210,Scientific Revolutions Abroad,0,0,0,0,1,0,0,0,0,0,0,0,0,"Studies two revolutions in scientific thought—the Scientific Revolution of the seventeenth and eighteenth centuries and the computational revolution of the twentieth century. The Scientific Revolution gave scientists optimism that, in principle, they could understand everything about the world around them. In contrast, the revolutions in complexity, logic, computation, mathematics, and physics of the twentieth century put fundamental limits on what scientists could know and understand. Taught abroad, this course explores the natural connections between the history of science and scientific sites, including local museums, observatories, universities, laboratories, and archaeological sites. This material is contrasted with key results from chaos theory, computational complexity, logic, physics, quantum mechanics, and the theory of computation, all developed in the twentieth century.",3
COE,GE,1502,Cornerstone of Engineering 2,0,0,0,0,0,0,0,1,0,0,0,0,0,"Covers topics that introduce students to engineering analysis and design. Uses a math application package for matrix applications along with various real-life engineering problems solved using programming. Considers ethical reasoning in design and analysis, including ethical theories, professional codes, and emerging micro/macro issues in engineering. Introduces quantitative tools and ethical topics separately and weaves them into all design and problem-solving stages of the student projects. Covers 3-D assembly drawings and modeling, along with review and further work in design. Students work on open-ended design problems, developing working models and prototypes to demonstrate and present their designs. Requires students to have a laptop computer that meets the specifications of the College of Engineering.",2
COE,IE,2310,Introduction to Industrial Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,"Provides an overview of the history of industrial engineering and of the most common methods that industrial engineers use to solve problems and design efficient processes. The emphasis is on how these methods are used to study, improve, and/or optimize a product or process. Topics include work design, ergonomic design, engineering statistics, quality engineering, engineering economics, project management, and process optimization. Also discusses the design of the production processes, facilities, and material handling systems. Studies applications in manufacturing, product design, and service industries. Laboratory experiments and written reports are required.",1
COE,IE,3412,Engineering Probability and Statistics,0,0,0,0,0,1,0,0,0,0,0,0,0,"Presents probability theory axiomatically, with emphasis on sample space presentation of continuous and discrete random variables. Covers descriptive statistics, expected value of random variables, covariance and correlation, sampling distribution, and point and interval estimations. Introduces hypothesis testing including tests for means, variances, and proportions.",4
COE,ME,2340,Introduction to Material Science,0,0,0,0,0,0,0,0,0,0,1,0,0,"Introduces the materials science field, which emphasizes the structure-processing property-performance relationships for various classes of materials including metals, ceramics, polymers, electronic materials, and magnetic materials. Topics include crystallography, structure of solids, imperfections in crystals, mechanical properties, dislocation theory, slip, strengthening mechanisms, phase equilibrium, phase transformations, diffusion, thermal and optical physical properties, and electrical and magnetic properties. Issues associated with materials selection, including economic and environmental consequences of materials choices, are also addressed. Laboratory experiments, with written memo and report submissions, are required. Includes individual and team-based projects.",1
COE,ME,4505,Measurement and Analysis with Thermal Science Application,0,0,0,0,0,1,0,0,0,0,0,0,0,"Introduces basic measurements and data analysis techniques. Offers students an opportunity to become familiar with various types of measurement systems and to set up and perform experiments according to a given procedure. Covers basic measurement methods of rotational frequency; temperature, pressure, and power; and analog-to-digital conversion techniques and data acquisition. Data analysis topics include statistical analysis of data, probability and inherent uncertainty, basic measurement techniques, primary and secondary standards, system response characteristics, and computerized data acquisition methods. Includes experiments in thermodynamics, fluid mechanics, and heat transfer. Topics include cycle performance, flow discharge coefficient and heat transfer coefficient measurements, and psychometric applications in the air-conditioning field.",4
COE,MEIE,4701,Capstone Design 1,0,1,0,0,0,0,0,0,0,0,1,0,1,"Offers the first in a two-course sequence that culminates the student’s education and experience with the design process. Students form teams and are assigned their design project and faculty adviser. Projects can be industrially, departmentally, or externally sponsored. Students are expected to communicate with their faculty adviser, course coordinator, and sponsor using the Internet, teleconferencing, and other electronic methods. Topics include project management, ethics, cost analysis, Internet and library research methods, and engineering codes and standards. Students prepare written reports and make oral presentations. Students are expected to complete a thorough state-of-the-art report on their problem and a problem statement with specifications and requirements.",5
COE,MEIE,4702,Capstone Design 2,0,1,0,0,0,0,0,0,0,0,1,0,1,"Students are expected to apply engineering principles acquired throughout their undergraduate academic and co-op experiences to the design of a system, component, or process. Each project includes the development and use of design methodology, formulation of design problem statements and specifications, consideration of alternative solutions, feasibility considerations, and detailed system descriptions. Projects include realistic constraints such as economic factors, safety, reliability, maintenance, aesthetics, ethics, and political and social impact. Students make oral presentations on their results in a series of design reviews. Students document their solutions using a written report that includes an executive summary. A working prototype or simulation, as appropriate, of their solution is required to complete the course.",1
COS,BIOC,4900,Biochemistry Capstone,0,0,0,0,0,0,0,0,0,0,1,0,1,"Designed for students who are also enrolled in approved 4-semester-hour research courses in which they each conduct original experimental work under the direction of an approved mentor. Requires reflection by students on their various educational experiences, extensive research of scientific questions related to these experiences (with the research itself carried out in the approved research course), and development of an original research report. Required components include writing with revision and a major oral presentation. Offers students an opportunity to hone reflection and communication skills through formal and informal presentations, class discussion, and critique.",2
COS,BIOL,1111,General Biology 1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Explores basic principles of biology with a focus on those features shared by all living organisms and seen through the lens of evolutionary theory. Through lectures, readings and discussion, offers students an opportunity to understand how the scientific method has been and is used to address biological questions. Central topics include recent advances in cell anatomy and physiology, including the interplay between organelles, membrane transport, and cell-signaling; energy transfer through cells and through the biosphere; cellular reproduction and cancer; heredity and human genetic disorders; and protein synthesis and biotechnology. Explores the societal implications of such topics as biopharmaceuticals, ocean acidification, climate change, human diseases, epigenetics, cancer, and cloning.",1
COS,BIOL,1112,Lab for BIOL 1111,0,0,0,0,0,1,0,0,0,0,0,0,0,Offers students an opportunity to collect quantitative data through hands-on experimentation as well as simulations. Data is analyzed statistically and presented in written form.,3
COS,BIOL,1113,General Biology 2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Examines the evolution of structural and functional diversity of organisms; the integrative biology of multicellular organisms; and ecological relationships at the population, community, and ecosystem levels.",5
COS,BIOL,1141,Microbes and Society,1,0,0,0,0,0,0,0,0,0,0,0,0,Introduces the unseen world of microorganisms. Students analyze how the growth and behavior of this diverse group of organisms affect many aspects of human society including agriculture and food preparation; drug development and manufacture; liquid and solid waste management; genetic engineering; geochemical cycles; and health and disease.,4
COS,BIOL,1143,Biology and Society,1,0,0,0,0,0,0,0,0,0,0,0,0,"Offers an overview of how biology weaves its way across a broad spectrum of complex societal issues. Introduces students to the biological mechanisms and processes responsible for genetic inheritance, energy transfer, evolution, and population dynamics, providing a framework within which students may critically interpret and discuss important biological information provided in public forums. Seeks to empower students to make informed choices at the policy and personal levels. Offers students an opportunity to acquire an understanding of the basic principles of biology and apply the scientific process to the analysis of contemporary issues. Using a thematic approach, covers a wide range of issues including the reemergence of plagues, biological weapons and security, the environment, and human health and wellness.",3
COS,BIOL,1147,The Human Organism,1,0,0,0,0,0,0,0,0,0,0,0,0,Introduces the structure and function of the human body. Emphasizes the principles of biological and physical science as they relate to life processes in health and disease.,3
COS,BIOL,1149,Biology of Human Reproduction,1,0,0,0,0,0,0,0,0,0,0,0,0,"Studies sexual and reproductive function in the human male and female, that is, sexual development, coitus, fertilization, pregnancy, birth, and lactation. Discusses the methods of controlling fertility and sexually transmitted diseases. Analyzes factors affecting reproduction and sexuality in human population.",5
COS,BIOL,1153,Human Genome Editing: Science and Ethics,1,0,0,0,0,0,0,1,0,0,0,0,0,"Designed to familiarize students with the basic process of human genome editing, including an overview of emerging technologies that enable this process. Explores both sides of the ongoing ethical debate, including the potential benefits and limitations of human genome editing, and ramifications for this clinical practice on society. Introduces the methodology for genetic editing, a historical overview of the science and clinical practice of gene editing, and a synopsis of the current regulatory status. Discusses the ethical implications of the utilization of genome editing in humans. Offers students an opportunity to evaluate the utilization of genetic editing to eradicate genetically inherited diseases, the potential to create designer babies, and the socioeconomic impacts of gene editing.",3
COS,BIOL,2217,Integrated Anatomy and Physiology 1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces students to integrated human anatomy and physiology. Focuses on structure and function of cells and tissues. Presents the anatomy and physiology of skin, bones, muscles, blood, and the nervous system.",1
COS,BIOL,2219,Integrated Anatomy and Physiology 2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Presents the structure and function of the human endocrine, reproductive, cardiovascular, respiratory, urinary, and digestive systems as well as the regulation of metabolism and body temperature.",5
COS,BIOL,2299,Inquiries in Biological Sciences,1,0,0,0,0,0,0,0,0,0,0,0,0,"Focuses on the latest developments in the field. Offers students an opportunity to explore both scientific practice and progress through readings, discussion, and projects and to expand and deepen their understanding of fundamental biological principles.",1
COS,BIOL,2301,Genetics and Molecular Biology,1,0,0,0,0,0,0,0,0,0,0,0,0,"Focuses on mechanisms of inheritance, gene-genome structure and function, and developmental genetics and evolution. Examples are drawn from the broad spectrum of plants, animals, fungi, bacteria, and viruses. Topics and analytical approaches include transmission genetics, molecular biology and gene regulation, DNA molecular methods, quantitative and population genetics, bioinformatics, genomics, and proteomics.",1
COS,BIOL,2302,Lab for BIOL 2301,0,0,0,0,0,1,0,0,0,0,0,0,0,Reinforces and extends concepts presented and practiced in the accompanying lecture course through the application of scientific investigation methods and data analysis.,5
COS,BIOL,2309,Biology Project Lab,0,1,0,0,0,1,0,0,0,0,1,0,0,"Offers an inquiry-based, intensive laboratory experience in which students have an opportunity to design and conduct independent research projects, applying approaches and techniques used in cell and molecular biology. Offers students an opportunity to present their results in professional formats.",2
COS,BIOL,2329,Bioethics,0,0,0,0,0,0,0,1,0,0,0,0,0,"Offers students an opportunity to explore ethical issues arising from biological research and emerging technologies, to learn to identify and critically analyze potential ethical implications of biological research, and to evaluate theory-based arguments while respectfully engaging with a diversity of perspectives. Using their knowledge of basic cellular and molecular science as a foundation, students have an opportunity to gain a deeper understanding of the biology of genome editing and other molecular and cellular biology-based technologies. Examines the history and ethical dialogue around genome editing as an in-depth example of an emerging technology with wide-ranging applications. Studies additional technologies with respect to research progress, international perspectives, and potential implications in the areas of security, environmental protection, and personal health.",3
COS,BIOL,3421,Microbiology,0,0,0,0,0,0,0,0,0,0,1,0,0,"Introduces morphological, ecological, and biochemical consideration of representative groups of bacteria. Introduces virology and microbial genetics; host-parasite relationships, prokaryotes of medical significance; and physical and chemical controls of microbial growth.",4
COS,BIOL,4701,Biology Capstone,0,0,0,0,0,0,0,0,0,0,1,0,1,"Integrates and assesses the concepts and skills obtained from the entire biology curriculum, including experiential and classroom-based components. Requires reflection by students on their various educational experiences, extensive research of scientific questions related to these experiences, and development of an original research proposal. Offers students an opportunity to hone communication skills through formal and informal presentations, class discussion, and critique.",4
COS,BIOL,4900,Biology Research Capstone,0,0,0,0,0,0,0,0,0,0,1,0,1,"in which they are conducting original research under the guidance of an approved mentor. Students conduct a literature search, write a research proposal, conduct the proposed research (in the context of the concurrent 4-SH research course), orally present the research, and produce a final research report. Requires students to reflect on and integrate their prior learning, participate in peer feedback, and revise their work in response to peer and instructor feedback.",3
COS,BIOL,4971,Junior/Senior Honors Project 2,0,0,0,0,0,0,0,0,0,0,1,1,1,"Offers a capstone experience for biology majors in which they are conducting original research under the guidance of an approved mentor. Students conduct a literature search, write a research proposal, conduct the proposed research (in the context of the concurrent 4-SH research course), orally present the research, and produce a final research report. Requires students to reflect on and integrate their prior learning, participate in peer feedback, and revise their work in response to peer and instructor feedback.",3
COS,BIOL,5587,Comparative Neurobiology,0,1,0,0,0,0,0,0,0,0,0,0,0,"Presents a cellular approach to structure and function of the nervous system. Topics include neuronal anatomy, phylogeny of nervous systems, electrophysiology of membrane conductances, synaptic transmission, integration in nerve cells, neuronal networks, sensory systems, motor systems, sensory-motor integration, development and regeneration of neuronal connectivity, and fundamentals of neurotechnology for biomedics. Focuses on the development of these concepts from the primary research literature. A term project involves the design of a simple nervous system for a hypothetical animal.",5
COS,BIOL,5593,Cell and Molecular Biology of Aging,0,0,0,0,0,0,0,0,0,0,1,0,0,"Covers the recent scientific discoveries that have transformed our understanding of the process of aging. Examines in-depth the current understanding of the molecular mechanisms that control life span in model organisms, including yeast, worms, flies, and mice. Discusses dietary interventions and pharmacological approaches that extend the life span and delay the onset of age-related diseases. Covers potential applications of the new science of aging to improve human health. Requires students to read, discuss, present, and report on primary research papers from the literature.",4
COS,BNSC,4900,Behavioral Neuroscience Capstone,0,0,0,0,0,0,0,0,0,0,1,0,1,"Designed as an integrative capstone experience for behavioral neuroscience students who are also enrolled in approved research courses where they conduct original research under the direction of an approved mentor. Students gain experience in writing a research proposal, conducting the proposed research, producing a research report, and presenting their work. Students engage in solving novel problems while reflecting on and integrating their prior learning in the discipline. Requires writing with revision and oral presentation. Offers students an opportunity to refine reflection and communication skills through formal and informal presentations, discussions, and critique.",5
COS,CHEM,1101,General Chemistry for Health Sciences,1,0,0,0,0,0,0,0,0,0,0,0,0,"Provides a one-semester introduction to general chemistry for the health sciences. Covers the fundamentals of elements and atoms; ionic and molecular structure; chemical reactions and their stoichiometry, energetics, rates, and equilibriums; and the properties of matter as gases, liquids, solids, and solutions. Other topics include acids and bases, and nuclear chemistry. Applications to the health sciences are included throughout.",4
COS,CHEM,1117,Chemical Perspectives on Green Energy: Emerging Technologies and Opportunities,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces the chemical principles behind everyday energy sources in the 21st century, including both classic and emergent sources.Examines critical questions concerning the demand for energy and the environmental impact of fuel consumption. Emphasizes the role that chemistry plays in the search for, and emergence of, renewable energy sources, such as biofuels, wind energy, and advanced battery technology. Offers students an opportunity to develop knowledge concerning evaluation of the efficiency of technologies and their impact on current global climate and to gain an appreciation of the sociopolitical debates surrounding traditional and emergent energy technologies. High school chemistry strongly recommended.",3
COS,CHEM,1151,General Chemistry for Engineers,1,0,0,0,0,0,0,0,0,0,0,0,0,"Corresponds to one semester of study in important areas of modern chemistry, such as details of the gaseous, liquid, and solid states of matter; intra- and intermolecular forces; and phase diagrams. Presents the energetics and spontaneity of chemical reactions in the context of chemical thermodynamics, while their extent and speed is discussed through topics in chemical equilibria and kinetics. Aspects of electrochemical energy storage and work are considered in relation to batteries, fuel, and electrolytic cells.",2
COS,CHEM,1161,General Chemistry for Science Majors,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces the principles of chemistry, focusing on the particulate nature of matter and its interactions and reactions that form the basis for the underlying molecular dynamics of living systems. Presents basic concepts of chemical bonding and intermolecular interactions for molecules and molecules’ behavior in aqueous solutions with examples from biologically relevant molecules. Introduces kinetics and chemical thermodynamics with examples from biological systems. Offers students an opportunity to obtain a framework for understanding the chemical basis for different methods for separating and purifying biological compounds.",4
COS,CHEM,1211,General Chemistry 1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces the principles of chemistry, focusing on the states and structure of matter and chemical stoichiometry. Presents basic concepts and definitions, moles, gas laws, atomic structure, periodic properties and chemical bonding, all within a contextual framework.",3
COS,CHEM,1214,General Chemistry 2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces the principles of chemical equilibrium, the rates and mechanisms of chemical reactions, and energy considerations in chemical transformations. Covers solutions, chemical kinetics, chemical equilibria, chemical thermodynamics, electrochemistry, and chemistry of the representative elements. Such contextual themes as energy resources, smog formation, and acid rain illustrate the principles discussed.",5
COS,CHEM,2161,Concepts in Chemistry,0,0,0,0,0,0,0,0,0,0,1,0,0,"Explores basic concepts of thermodynamics; electrochemistry; and nuclear, supramolecular, and solid-state chemistry in the context of modern materials. Emphasizes connecting the particulate nature of matter to the properties of substances and patterns of chemical reactivity.",5
COS,CHEM,2317,Organic Chemistry 2 for Chemistry Majors,0,1,0,0,0,0,0,0,0,0,0,0,0,"Extends the study of functional groups commonly found in organic compounds, further emphasizing conceptual mastery of the relationship between structure and reactivity. Introduces structural identification of organic compounds using contemporary spectroscopic methods such as IR, MS, and NMR. Other topics include structure and reactivity of conjugated and aromatic systems, the chemistry of ethers and epoxides, and the chemistry of carbonyl-containing compounds including aldehydes, ketones, carboxylic acids, and carboxylic acid derivatives. Offers students an opportunity to develop skills in planning multistep syntheses using the retrosynthesis approach and proposing mechanisms for chemical transformations.",1
COS,CHEM,2321,Analytical Chemistry,0,0,0,0,0,1,0,0,0,0,1,0,0,"Introduces the principles and practices in the field of analytical chemistry. Focuses on development of a quantitative understanding of homogeneous and heterogeneous equilibria phenomena as applied to acid-base and complexometric titrations, rudimentary separations, optical spectroscopy, electrochemistry, and statistics.",4
COS,CHEM,3331,Bioanalytical Chemistry,0,0,0,0,0,1,0,0,0,0,1,0,0,"Offers students an opportunity to obtain a broad familiarity with bioanalytical chemistry at the undergraduate level. After reviewing basic principles of analytical chemistry, the course covers biomolecular analysis by modern methods, including chromatography, electrophoresis, mass spectrometry, and immunohistochemistry. Studies genomics, proteomics, biosensors, bioassays, and protein/DNA sequencing. Exposes students to technical literature and modern applications in biochemistry, molecular biology, and chemistry.",2
COS,CHEM,3410,Environmental Geochemistry,1,0,0,0,0,1,0,0,0,0,0,0,0,"Offers students who wish to work in the geosciences or environmental science and engineering fields, including on the land, in freshwater, or the oceans, an opportunity to understand the geochemical principles that shape the natural and managed environment. Seeks to provide a context for understanding the natural elemental cycles and environmental problems through studies in atmospheric, terrestrial, freshwater, and marine geochemistry. Topics include fundamental geochemical principles; environmental mineralogy; organic and isotope geochemistry; the global carbon, nitrogen, and phosphorous cycles; atmospheric pollution; environmental photochemistry; and human-natural climate change feedbacks.",5
COS,CHEM,3501,Inorganic Chemistry,0,0,0,0,0,0,0,0,0,0,1,0,0,"Presents the following topics: basic concepts of molecular topologies, coordination compounds, coordination chemistry, isomerism, electron-transfer reactions, substitution reactions, molecular rearrangements and reactions at ligands, and biochemical applications.",3
COS,CHEM,3505,Introduction to Bioinorganic Chemistry,0,0,0,0,0,0,0,0,0,0,1,0,0,"Explores basic concepts of molecular topologies, coordination compounds, coordination chemistry, isomerism, electron-transfer reactions, substitution reactions, molecular rearrangements, and reactions at ligands in the context of metal-based drugs, imaging agents, and metalloenzymes.",2
COS,CHEM,5670,Global Biogeochemistry,1,0,0,0,0,0,0,0,0,0,0,0,0,"Examines the biological, chemical, and physical interactions that shape our global environment. These interactions combine in the global biogeochemical cycles. Industrial emission of gases, use of fertilizers and plastics, and the expansion of cities are altering the biogeochemical cycling of the elements carbon, nitrogen, and phosphorus at rates unprecedented in the geological record. Uses lectures and the latest update to Chapter 6, “Carbon and Other Biogeochemical Cycles,” of the International Panel on Climate Change report to explore the main interactions between human activity, biogeochemical change, and climate. Discusses primary literature to delve deeper into these interactions.",3
COS,EEMB,1101,Foundations in Ecology and Evolutionary Biology,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces students to the foundational principles of ecology and evolutionary biology. Merges traditional lectures on foundational topics in ecology and evolutionary biology (adaptation, mechanisms of evolution, community and ecosystems ecology) with explorations of local field sites and an introduction to field ecology. Students spend several weeks of the semester designing and implementing independent field research projects, through which they are exposed to the foundation of scientific inquiry, including hypothesis testing, collecting, managing, and analyzing data, and presenting their findings.",2
COS,EEMB,1105,Foundations in Ecological and Evolutionary Genomics,1,0,0,0,0,1,0,0,0,0,0,0,0,"Introduces students to the foundational principles of molecular ecology with an emphasis on applications of high-throughput sequencing techniques to answer questions in ecology and evolutionary biology. Covers foundational topics in ecological and evolutionary genomics (central dogma, structure of nucleic acids, genetic variation, tools in molecular ecology, understanding genomes, and genomics). Practical skills development includes clean technique and proper bench skills; basic command line programming; understanding, quantifying, and analyzing sequence variation; and visualizing genomic data for formal scientific presentations.",2
COS,EEMB,2302,Ecology,0,0,0,1,0,0,0,0,0,0,1,0,0,"Offers students an opportunity to learn about the environmental and biological processes that control the distribution and abundance of species and controlling factors that operate on individuals, populations, and communities. The lecture and laboratory introduce a set of generalizable concepts that are of fundamental importance to plant and animal life on the land and in the sea and provide hands-on experiential learning that reinforce concepts covered in lecture. Offers students an opportunity to become proficient in the following: (a) understanding research results the primary literature; (b) conducting a research experiment; (c) interpreting the results of in-class research; (d) communicating results as manuscript.",2
COS,EEMB,2400,Introduction to Evolution,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces evolutionary thinking, including contemporary examples of evolution. To understand the evolution of Charles Darwin’s “endless forms most beautiful,” the course adopts an integrative approach that includes information from ecology, genetics, molecular biology, biogeography, and paleobiology. Considers mechanisms of evolutionary change—how does it happen? Examines adaptation, the process by which attributes of an organism change to enhance fitness and the evolutionary history of life on our planet—what was the first living thing, how does speciation occur, what have we learned about evolution of life in the distant past, and how did humans evolve. Includes student presentations and analysis of scientific literature.",2
COS,EEMB,2700,Marine Biology,1,0,0,0,0,0,0,0,0,0,1,0,0,"Examines biological aspects of natural ocean ecosystems and the physical processes that regulate them. Covers distributions, abundances, and interactions of marine organisms; interactions between organisms and the transformation and flux of energy and matter in marine ecosystems; and aspects of physiology related to marine species distributions, abundances, and roles. Students generate, evaluate, discuss, and present data from primary research and apply their knowledge of the scientific method and biological concepts through the creation of a written grant proposal.",1
COS,EEMB,3455,Ecosystems Ecology,1,0,0,0,0,1,0,0,0,0,0,0,0,"Focuses on the foundational principles of ecosystems ecology. Examines the flow of energy and materials through both the biosphere (plants, animals, and microbes) and the geosphere (soils, atmospheres, and oceans) and the role that humans are playing in altering these key fluxes. Studies elemental cycles that are critically important for human and environmental sustainability—including carbon, nitrogen, and phosphorus—and examines similarities and differences in these cycles and flows while drawing on examples from both terrestrial and marine systems. Seeks to understand how changes in ecosystem structure ultimately affect ecosystem function and how this translates into the important services ecosystems provide.",4
COS,EEMB,3460,Conservation Biology,0,0,0,0,0,0,0,0,0,0,1,0,0,"Explores conservation biology, an interdisciplinary science that focuses on conservation of biological diversity at multiple levels. Emphasizes the causes and consequences of biodiversity loss and demonstrates how ecological and evolutionary principles are applied to conservation problems. Covers sustainability; climate change; introduced species; conservation of threatened and endangered species; and pollution, disease, and habitat restoration using examples from marine, aquatic, and terrestrial systems. Offers students an opportunity to read, discuss, evaluate, and present data from primary research through written assignments and oral debates and to apply this knowledge to conservation issues. Emphasizes critical thinking, problem solving, and recognizing multiple perspectives.",3
COS,EEMB,3465,Ecological and Conservation Genomics,1,0,0,0,0,1,0,0,0,0,0,0,0,"Offers an overview of ecological and conservation genetics, an interdisciplinary science that focuses on understanding the processes that determine genetic diversity at the individual to population level. Focuses on fundamental concepts in evolutionary ecology and population and quantitative genetics, then applies those concepts to solving real-world problems in conservation science. Covers harvested populations, inbreeding, climate change, introduced species, conservation of threatened and endangered species, adaptation, and habitat restoration. Exposes students to multiple sides of these issues and the science that underpins them. Offers students an opportunity to develop the R programming skills required to analyze the complex data sets that often emerge when addressing cutting-edge questions in genetics. Includes writing and coding exercises and mathematical derivations. Emphasizes critical thinking and problem solving.",4
COS,EEMB,3466,Disease Ecology,1,0,0,0,0,1,0,0,0,0,0,0,0,"Covers the fundamentals of disease ecology and evolution. Focuses on how disease can impact the physiology of organisms and how this can, in turn, alter communities and ecosystems. Topics include mathematical theory on host-pathogen interactions; empirical studies of human, wildlife, insect, and plant host populations; emerging infectious diseases; effects on host behavior; host-parasite coevolution; multihost and multipathogen systems; and anthropogenic effects on disease. Includes writing exercises, with a special emphasis on critical thinking and problem solving.",1
COS,EEMB,3475,Wildlife Ecology,1,0,0,0,0,1,0,0,0,0,0,0,0,"Focuses on wildlife ecology and management, with an emphasis on terrestrial species. Introduces habitat use, behavior, wildlife conservation, parasites and pathogens, wildlife sampling, wildlife management, food and nutrition, population viability, and conservation genetics. Offers students an opportunity to engage in analyzing primary literature, collection, interpretation, and wildlife data and using basic mathematical models.",2
COS,EEMB,3700,Desert Ecology,0,0,0,0,0,0,1,0,0,0,0,0,0,"Offers students an opportunity to obtain a basic understanding of fundamental ecological processes taking place in desert environments. Familiarizes students with how environmental and biological processes interact and influence the distribution and abundance of species in these arid biomes while recognizing the impact that human societies have on desert life and identifying sustainable solutions to ameliorate our ecological footprint. Introduces students to foundational concepts of fundamental importance to desert plant and animal life. Uses an ecological perspective to surround students with a rich social/cultural milieu including interactions with Israeli, Palestinian, and Bedouin communities.",1
COS,EEMB,4000,Applied Conservation Biology,1,0,0,0,0,0,0,0,0,0,0,1,0,"Studies landscape-scale conservation in Transylvania and the Carpathian Mountains of Romania. Working intensively with Foundation Conservation Carpathia, explores efforts to build Europe’s largest national park. Offers students an opportunity to learn from local conservation leaders, collect data, and develop plans to help launch the “Yellowstone of Europe.” Focuses on large carnivore conservation (brown bears, lynx, and wolves); sustainable agriculture; resource management in a country formerly under communist rule; and balancing urban and rural conservation needs. Explores Romania’s rich cultural heritage in Sighisoara, a UNESCO World Heritage Site, and Vacaresti Nature Park, a constructed urban wetland in the heart of Bucharest. Requires prior completion of one laboratory science course or permission of instructor.",3
COS,EEMB,4001,Landscape and Restoration Ecology,1,0,0,0,0,0,0,0,0,0,0,0,0,"Topics include ecosystem processes, spatial patterns, disturbance, species distributions, invasive species, and habitat loss. Offers students an opportunity to participate in activities in which they look at and interpret spatial data. Course format includes group work, analyzing the scientific literature, and in-class activities.",3
COS,EEMB,5130,Population Dynamics,0,0,0,0,0,0,0,0,0,0,1,0,0,"Offers a comprehensive overview of the mathematical and computational concepts needed to construct dynamical models. Lectures describe how to mathematically derive and model the effects of species interactions, space, disease, and environmental variability in order to understand the dynamics of populations in a changing world. Emphasizes the mathematical tools required to analyze the dynamical behavior of models (e.g., stability, invasion, graphical, and numerical analyses) and validate their predictions using empirical data (e.g., via maximum likelihood and optimization methods). Tutorials demonstrate how to implement, analyze, and test models using the free R programming language.",1
COS,EEMB,5504,Biology of Corals,0,0,0,0,0,1,0,0,0,0,0,0,0,"Covers a variety of topics including basic coral biology, the coral/algal symbioses, the mechanisms of coral bleaching, coral microbiology and disease, coral calcification and ocean acidification, and coral speciation and hybridization. Supplements lectures with readings from the primary literature. Focuses on active areas of research and hands-on learning through lab and field activities.",3
COS,EEMB,5522,Experimental Design Marine Ecology,0,0,0,0,0,1,0,0,0,0,1,0,0,"Includes introduction to and application of observational methods in three local marine habitats, experimental design, statistical analysis, R statistical computing and graphics software, and principles of marine ecology. Combines lecture, hand-on research experience, and computer laboratory and includes reading and analyzing the scientific literature and developing research projects. At the end of the semester, students are expected to demonstrate an integrative mastery of course topics by writing a scientific manuscript about a class experiment. Seeks to prepare students for practicing ecology in new environments and to provide students with the foundational knowledge necessary for pursuing more complex concepts in experimental design, statistical analysis, and marine ecology.",2
COS,EEMB,5528,Marine Conservation Biology,0,0,0,0,0,1,0,1,0,0,0,0,0,"Examines several critical issues facing marine ecosystems, including invasive species, marine pollution and eutrophication, fisheries impacts, physical alteration of habitats, and global climate change. Offers students an opportunity to spend field time surveying intertidal and subtidal habitats within the San Juan Islands and Friday Harbor Marine Reserve and to conduct independent research projects.",5
COS,EEMB,5542,Marine Spatial Planning,0,0,0,0,0,0,0,0,0,0,0,0,1,"Investigates issues of marine and coastal spatial planning (MCSP) that include offshore wind power siting, fisheries and aquaculture management, natural resource extraction, marine mammal conservation, and/or living shoreline protection and mitigation. Covers the spatial planning process from question to deliverable strategy, including assessment of stakeholder needs and potential ecosystem impacts. Offers students an opportunity to acquire and assess data, apply appropriate statistical tools, and develop spatial maps using geographic information systems (GIS) and other software. Also covers how to synthesize the planning process and develop and evaluate recommendations.",5
COS,EEMB,5546,Sustainability of the Land-Sea Interface,0,0,0,0,0,0,0,0,0,0,1,0,0,"Explores the current issues facing management and conservation of the land-sea interface, also known as the coastal transition zone (CTZ). Evaluates the mitigation, conservation, and restoration tools that are applied to human use of the land-sea interface. Observes these tools during site visits and discusses strategies with experts in sustainability of these habitats. Synthesizes the scientific literature on CTZ tools in the northwest Atlantic and other regions with pressing sustainable land-sea use issues. Offers students an opportunity to develop skills in prioritizing and advocating for particular conservation strategies and to practice science communication skills to effectively reach a broad audience.",5
